16,2,3,2,3,3,4,4,3,3,3,3,3,2,4,3,3,3,3,3,3,3,3,3,2,1,1,2,3,4,9
17,4,4,4,4,2,4,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,2,3,2,9
18,4,3,4,3,3,4,4,4,4,4,4,4,4,4,3,2,3,3,4,3,4,4,4,4,1,1,4,3,4,9
19,4,3,3,4,3,4,4,2,4,4,4,4,4,4,3,3,4,4,-88,3,4,3,4,4,2,2,3,3,4,Understanding the concept of a checklist
20,2,4,2,3,2,3,4,3,4,4,4,4,3,4,2,3,4,3,4,3,4,3,4,4,2,1,4,3,3,9
21,4,4,3,1,2,4,4,4,4,4,4,4,4,4,4,3,4,2,3,3,4,4,4,2,4,1,1,3,3,9
22,4,4,3,2,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,3,2,3,1,1,9
23,4,3,1,3,2,3,4,3,3,3,3,3,3,4,2,3,4,3,3,3,4,4,9,1,2,2,3,4,2,9
24,4,4,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,3,2,2,9
25,4,4,4,3,4,4,4,4,4,3,4,2,4,4,2,2,4,4,4,4,3,3,2,4,4,2,2,4,3,9
26,4,4,4,3,4,4,4,4,3,4,2,4,4,4,2,9,4,4,4,4,3,3,2,4,4,2,2,4,3,9
27,4,3,3,2,2,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,2,2,2,4,Non-compliance to signatures
28,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,4,4,3,4,2,4,3,4,1,4,3,3,9
29,2,4,4,-88,-88,4,3,-88,3,4,3,4,3,4,-88,4,4,4,4,4,-88,4,4,4,4,1,3,3,1,9
30,2,4,1,2,3,4,4,4,4,1,2,4,3,4,4,4,4,4,4,3,4,1,4,3,4,1,4,3,3,9
31,2,4,1,2,3,4,4,4,4,1,2,4,3,4,4,4,4,4,4,3,4,1,4,3,4,1,4,3,3,9
32,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,2,Unparticipative surgeons 
33,4,3,2,4,4,3,3,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,2,3,2,3,4,4,9
34,4,4,3,2,3,4,4,4,3,4,4,4,4,4,4,4,4,9,9,9,4,4,4,4,1,1,4,3,3,9
35,4,4,4,4,3,4,4,9,9,9,9,4,3,3,9,4,4,4,4,4,4,4,3,3,3,9,9,9,9,9
36,2,4,4,2,4,4,4,4,4,3,2,3,4,4,4,4,4,4,4,3,4,2,4,4,3,3,3,2,3,9
37,4,4,3,3,4,4,4,4,4,3,4,3,3,3,3,4,3,3,3,4,2,4,4,4,1,2,2,3,3,Checklist is very important
38,4,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,-88,4,4,3,2,1,3,3,2,9
39,4,1,4,2,4,4,4,4,4,1,1,4,4,4,4,4,3,4,4,4,4,4,3,4,2,3,4,4,4,9
40,4,3,3,1,3,4,4,4,4,4,4,4,4,4,4,3,3,3,4,2,4,3,4,4,2,2,1,3,2,9
41,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,4,4,4,9
42,4,2,3,3,3,4,4,3,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,2,1,4,3,4,9
43,4,4,3,1,2,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,4,3,4,4,1,1,4,4,3,9
44,4,4,4,1,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,1,4,4,4,checklist ensure pt safety 
45,2,3,1,3,3,4,4,2,2,2,1,2,1,1,1,2,2,2,2,2,4,2,2,4,4,4,3,2,4,9
46,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,4,1,No formal trainning provided
47,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,1,1,9
48,4,4,3,3,2,4,4,2,3,3,4,4,4,4,3,4,4,4,3,4,4,4,4,3,2,2,3,-88,4,9
49,4,4,3,3,2,4,4,2,3,3,4,4,4,4,3,4,4,4,3,4,4,4,4,4,2,2,4,-88,4,9
50,2,1,1,4,3,4,4,3,3,4,3,3,3,4,3,4,4,4,4,4,4,4,4,4,2,2,3,4,2,9
51,4,9,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,3,2,2,9
52,4,4,4,3,4,4,9,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,9
53,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,9,4,1,4,4,1,9
54,4,2,2,3,4,4,4,3,3,4,4,4,4,4,4,2,4,3,3,2,4,4,4,3,1,2,4,2,1,9
55,4,4,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,4,4,4,4,2,3,3,4,9
56,2,2,1,4,3,4,4,4,4,3,2,3,4,3,2,2,4,3,4,2,4,3,3,2,4,2,2,1,3,Usefull for teamwork & communication/ not prevent errors 
57,4,4,1,3,2,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,2,1,1,3,2,1,Require attention of entire team
58,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,3,9
59,4,4,3,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,9,2,2,3,-88,3,9
60,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9
61,4,4,2,3,2,3,3,2,2,2,4,4,1,4,4,2,4,2,2,2,2,2,2,3,4,2,3,1,3,Checklist is nurse responsibility
62,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,2,3,3,9,3,3,2,3,2,3,9
63,4,4,4,3,3,4,4,3,4,4,4,4,3,4,3,3,3,3,4,2,3,4,4,4,4,1,3,4,3,9
64,4,4,4,2,4,4,4,4,3,2,4,4,4,4,3,3,2,3,2,3,1,3,4,3,1,1,1,4,2,Checklist not completed 
65,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,3,9
66,4,4,3,1,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,3,3,1,3,3,9
67,4,4,3,3,4,4,4,3,4,-88,3,3,3,3,3,3,3,3,3,3,4,2,2,4,4,3,2,2,3,9
68,4,3,1,3,4,4,4,4,4,4,9,4,4,4,2,4,4,4,4,4,4,3,4,4,4,3,4,4,4,9
69,2,2,3,2,3,3,3,3,3,3,4,4,4,4,3,3,4,3,4,4,4,3,4,2,2,2,3,-88,2,9
70,4,3,3,2,4,4,4,4,4,3,4,4,4,3,4,3,4,3,3,4,3,3,3,3,4,4,3,1,1,9
71,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,4,4,4,1,1,4,4,3,9
72,4,3,4,3,4,4,4,4,4,4,4,4,4,4,-88,4,4,4,4,4,4,4,4,2,2,1,4,3,1,9
73,4,3,2,2,3,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,3,2,2,3,9
74,4,3,3,3,3,3,3,4,4,4,3,3,4,4,3,4,4,4,4,4,4,4,4,4,2,3,2,2,2,9
75,1,2,2,4,1,3,3,1,3,1,1,1,3,1,1,3,4,3,3,3,4,2,2,1,1,4,4,2,4,Duplication of checklist 
76,4,4,3,2,2,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,2,1,missing signatures 
77,4,4,3,1,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,1,1,4,1,2,9
78,4,4,4,4,4,4,4,4,4,4,4,4,4,-88,4,4,4,4,3,4,4,4,4,4,3,3,4,4,2,9
79,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,1,4,4,1,9
80,4,4,3,3,-88,4,4,4,4,-88,4,4,4,4,4,3,4,4,4,4,4,-88,4,4,4,4,2,2,4,Incorrect completion
81,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,4,4,1,checklist can identify mistakes
82,4,4,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,2,1,2,2,1,9
83,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,4,2,1,9
84,4,3,3,3,-88,4,4,4,4,4,3,4,3,4,3,3,3,3,4,4,4,3,4,2,1,2,2,3,3,9
85,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,4,4,1,9
86,4,4,4,4,4,4,4,3,4,4,4,4,3,4,3,4,4,3,4,3,4,4,4,2,2,2,2,4,3,9
87,4,4,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,3,2,9
88,4,3,3,2,1,4,4,3,3,2,3,3,3,3,3,3,4,4,4,4,4,4,4,1,3,2,3,3,1,checklist unnecssary paperwork
89,3,1,1,4,3,4,4,4,4,4,3,4,4,4,4,1,1,1,1,1,1,1,4,1,4,1,2,-88,3,9
90,4,4,3,3,4,4,4,4,4,4,4,4,3,3,4,4,4,3,4,3,3,-88,3,-88,-88,-88,2,3,3,9
91,4,3,4,2,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,-88,1,1,4,4,2,Barriers not completed
92,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,2,3,2,2,9
93,4,4,2,3,4,4,4,4,2,4,4,4,4,4,3,2,3,4,4,3,4,4,4,4,4,2,4,4,3,9
94,4,4,4,4,1,4,4,2,4,3,3,3,2,4,2,3,4,4,4,3,4,1,3,4,3,3,4,2,4,surgeons refusal to participate  in time out
95,4,-88,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,4,1,3,9
96,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,1,4,4,1,9
97,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,1,4,4,1,9
98,4,4,3,2,4,4,4,4,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,3,3,2,2,-88,1,9
99,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,1,4,4,1,9
100,3,3,3,3,2,3,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,9
101,3,2,-88,3,2,4,4,4,4,4,4,4,4,4,3,-88,-88,3,-88,-88,4,2,3,4,1,2,-88,3,3,9
102,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,4,4,4,1,1,4,4,4,9
103,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,1,2,3,3,9
104,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9
105,2,-88,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,9
106,1,1,1,4,1,3,4,1,4,4,4,4,3,4,3,3,3,3,3,3,3,4,2,1,-88,1,1,1,4,9
107,4,3,3,3,3,4,4,3,3,4,4,4,3,4,3,3,3,3,3,3,3,4,4,3,3,1,3,2,2,checklist just signed without being checked
108,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,2,4,4,1,3,4,4,4,4,1,1,2,1,2,Surgeons reluctance to sign checklist
109,4,4,4,3,4,4,4,,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,3,3,3,2,9
110,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,3,3,3,2,9
111,4,4,3,2,-88,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,1,2,2,1,9
112,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,3,3,3,3,9
113,4,4,4,3,3,4,4,4,4,4,3,4,4,4,4,4,4,3,4,2,4,4,4,-88,4,2,2,2,3,Lack in  team approach
114,4,4,3,4,4,3,3,3,3,2,3,3,3,3,3,3,4,4,4,3,4,4,4,3,4,3,3,2,3,9
115,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,4,4,3,2,1,4,4,4,9
116,4,3,4,3,3,3,4,4,3,4,3,4,4,4,3,3,3,3,3,3,4,4,3,4,2,2,2,1,3,9
117,4,3,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,3,4,1,9
118,4,4,4,3,4,4,4,4,3,4,2,4,4,4,2,2,4,4,4,3,3,2,4,4,2,2,2,4,3,9
119,4,4,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,1,4,2,1,9
120,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,3,3,4,9
121,4,4,3,2,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,1,3,4,4,9
122,4,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,2,3,9
123,2,3,2,3,3,4,4,3,3,3,3,3,2,4,3,3,3,3,3,3,3,3,3,2,1,1,2,3,4,9
124,4,4,4,4,2,4,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,2,3,2,9
125,4,3,4,3,3,4,4,4,4,4,4,4,4,4,3,2,3,3,4,3,4,4,4,4,1,1,4,3,4,9
126,4,3,3,4,3,4,4,2,4,4,4,4,4,4,3,3,4,4,-88,3,4,3,4,4,2,2,3,3,4,Understanding the concept of a checklist
127,2,4,2,3,2,3,4,3,4,4,4,4,3,4,2,3,4,3,4,3,4,3,4,4,2,1,4,3,3,9
128,4,4,3,1,2,4,4,4,4,4,4,4,4,4,4,3,4,2,3,3,4,4,4,2,4,1,1,3,3,9
129,4,4,3,2,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,3,2,3,1,1,9
130,4,3,1,3,2,3,4,3,3,3,3,3,3,4,2,3,4,3,3,3,4,4,9,1,2,2,3,4,2,9
131,4,4,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,3,2,2,9
132,4,4,4,3,4,4,4,4,4,3,4,2,4,4,2,2,4,4,4,4,3,3,2,4,4,2,2,4,3,9
133,4,4,4,3,4,4,4,4,3,4,2,4,4,4,2,9,4,4,4,4,3,3,2,4,4,2,2,4,3,9
134,4,3,3,2,2,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,2,2,2,4,Non-compliance to signatures
135,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,4,4,3,4,2,4,3,4,1,4,3,3,9
136,2,4,4,-88,-88,4,3,-88,3,4,3,4,3,4,-88,4,4,4,4,4,-88,4,4,4,4,1,3,3,1,9
137,2,4,1,2,3,4,4,4,4,1,2,4,3,4,4,4,4,4,4,3,4,1,4,3,4,1,4,3,3,9
138,2,4,1,2,3,4,4,4,4,1,2,4,3,4,4,4,4,4,4,3,4,1,4,3,4,1,4,3,3,9
139,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,2,Unparticipative surgeons 
140,4,3,2,4,4,3,3,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,2,3,2,3,4,4,9
141,4,4,3,2,3,4,4,4,3,4,4,4,4,4,4,4,4,9,9,9,4,4,4,4,1,1,4,3,3,9
142,4,4,4,4,3,4,4,9,9,9,9,4,3,3,9,4,4,4,4,4,4,4,3,3,3,9,9,9,9,9
143,2,4,4,2,4,4,4,4,4,3,2,3,4,4,4,4,4,4,4,3,4,2,4,4,3,3,3,2,3,9
144,4,4,3,3,4,4,4,4,4,3,4,3,3,3,3,4,3,3,3,4,2,4,4,4,1,2,2,3,3,Checklist is very important
145,4,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,-88,4,4,3,2,1,3,3,2,9
146,4,1,4,2,4,4,4,4,4,1,1,4,4,4,4,4,3,4,4,4,4,4,3,4,2,3,4,4,4,9
147,4,3,3,1,3,4,4,4,4,4,4,4,4,4,4,3,3,3,4,2,4,3,4,4,2,2,1,3,2,9
148,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,4,4,4,9
149,4,2,3,3,3,4,4,3,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,2,1,4,3,4,9
150,4,4,3,1,2,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,4,3,4,4,1,1,4,4,3,9
151,4,4,4,1,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,1,4,4,4,checklist ensure pt safety 
152,2,3,1,3,3,4,4,2,2,2,1,2,1,1,1,2,2,2,2,2,4,2,2,4,4,4,3,2,4,9
153,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,4,1,No formal trainning provided
154,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,1,1,9
155,4,4,3,3,2,4,4,2,3,3,4,4,4,4,3,4,4,4,3,4,4,4,4,3,2,2,3,-88,4,9
156,4,4,3,3,2,4,4,2,3,3,4,4,4,4,3,4,4,4,3,4,4,4,4,4,2,2,4,-88,4,9
157,2,1,1,4,3,4,4,3,3,4,3,3,3,4,3,4,4,4,4,4,4,4,4,4,2,2,3,4,2,9
158,4,9,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,3,2,2,9
159,4,4,4,3,4,4,9,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,9
160,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,9,4,1,4,4,1,9
161,4,2,2,3,4,4,4,3,3,4,4,4,4,4,4,2,4,3,3,2,4,4,4,3,1,2,4,2,1,9
162,4,4,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,4,4,4,4,2,3,3,4,9
163,2,2,1,4,3,4,4,4,4,3,2,3,4,3,2,2,4,3,4,2,4,3,3,2,4,2,2,1,3,Usefull for teamwork & communication/ not prevent errors 
164,4,4,1,3,2,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,2,1,1,3,2,1,Require attention of entire team
165,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,3,9
166,4,4,3,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,9,2,2,3,-88,3,9
167,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9
168,4,4,2,3,2,3,3,2,2,2,4,4,1,4,4,2,4,2,2,2,2,2,2,3,4,2,3,1,3,Checklist is nurse responsibility
169,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,2,3,3,9,3,3,2,3,2,3,9
170,4,4,4,3,3,4,4,3,4,4,4,4,3,4,3,3,3,3,4,2,3,4,4,4,4,1,3,4,3,9
171,4,4,4,2,4,4,4,4,3,2,4,4,4,4,3,3,2,3,2,3,1,3,4,3,1,1,1,4,2,Checklist not completed 
172,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,3,9
173,4,4,3,1,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,3,3,1,3,3,9
174,4,4,3,3,4,4,4,3,4,-88,3,3,3,3,3,3,3,3,3,3,4,2,2,4,4,3,2,2,3,9
175,4,3,1,3,4,4,4,4,4,4,9,4,4,4,2,4,4,4,4,4,4,3,4,4,4,3,4,4,4,9
176,2,2,3,2,3,3,3,3,3,3,4,4,4,4,3,3,4,3,4,4,4,3,4,2,2,2,3,-88,2,9
177,4,3,3,2,4,4,4,4,4,3,4,4,4,3,4,3,4,3,3,4,3,3,3,3,4,4,3,1,1,9
178,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,4,4,4,1,1,4,4,3,9
179,4,3,4,3,4,4,4,4,4,4,4,4,4,4,-88,4,4,4,4,4,4,4,4,2,2,1,4,3,1,9
180,4,3,2,2,3,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,3,2,2,3,9
181,4,3,3,3,3,3,3,4,4,4,3,3,4,4,3,4,4,4,4,4,4,4,4,4,2,3,2,2,2,9
182,1,2,2,4,1,3,3,1,3,1,1,1,3,1,1,3,4,3,3,3,4,2,2,1,1,4,4,2,4,Duplication of checklist 
183,4,4,3,2,2,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,2,1,missing signatures 
184,4,4,3,1,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,1,1,4,1,2,9
185,4,4,4,4,4,4,4,4,4,4,4,4,4,-88,4,4,4,4,3,4,4,4,4,4,3,3,4,4,2,9
186,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,1,4,4,1,9
187,4,4,3,3,-88,4,4,4,4,-88,4,4,4,4,4,3,4,4,4,4,4,-88,4,4,4,4,2,2,4,Incorrect completion
188,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,4,4,1,checklist can identify mistakes
189,4,4,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,2,1,2,2,1,9
190,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,4,2,1,9
191,4,3,3,3,-88,4,4,4,4,4,3,4,3,4,3,3,3,3,4,4,4,3,4,2,1,2,2,3,3,9
192,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,4,4,1,9
193,4,4,4,4,4,4,4,3,4,4,4,4,3,4,3,4,4,3,4,3,4,4,4,2,2,2,2,4,3,9
194,4,4,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,3,2,9
195,4,3,3,2,1,4,4,3,3,2,3,3,3,3,3,3,4,4,4,4,4,4,4,1,3,2,3,3,1,checklist unnecssary paperwork
196,3,1,1,4,3,4,4,4,4,4,3,4,4,4,4,1,1,1,1,1,1,1,4,1,4,1,2,-88,3,9
197,4,4,3,3,4,4,4,4,4,4,4,4,3,3,4,4,4,3,4,3,3,-88,3,-88,-88,-88,2,3,3,9
198,4,3,4,2,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,-88,1,1,4,4,2,Barriers not completed
199,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,2,3,2,2,9
200,4,4,2,3,4,4,4,4,2,4,4,4,4,4,3,2,3,4,4,3,4,4,4,4,4,2,4,4,3,9
201,4,4,4,4,1,4,4,2,4,3,3,3,2,4,2,3,4,4,4,3,4,1,3,4,3,3,4,2,4,surgeons refusal to participate  in time out
202,4,-88,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,4,1,3,9
203,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,1,4,4,1,9
204,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,1,4,4,1,9
205,4,4,3,2,4,4,4,4,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,3,3,2,2,-88,1,9
206,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,1,4,4,1,9
207,3,3,3,3,2,3,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,9
208,3,2,-88,3,2,4,4,4,4,4,4,4,4,4,3,-88,-88,3,-88,-88,4,2,3,4,1,2,-88,3,3,9
209,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,4,4,4,1,1,4,4,4,9
210,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,1,2,3,3,9
211,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9
212,2,-88,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,9
213,1,1,1,4,1,3,4,1,4,4,4,4,3,4,3,3,3,3,3,3,3,4,2,1,-88,1,1,1,4,9
214,4,3,3,3,3,4,4,3,3,4,4,4,3,4,3,3,3,3,3,3,3,4,4,3,3,1,3,2,2,checklist just signed without being checked
215,4,4,4,4,44,4,2,4,4,4,4,2,4,2,4,4,4,4,4,4,4,4,4,1,2,2,4,-88,2,must be short summarized checklist
216,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9
